year,slot,section,passage,question,options,answer_type,correct_answer
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.The Second Hand September campaign, led by Oxfam . . . seeks to encourage shopping at local organisations and charities as alternatives to fast fashion brands such as Primark and Boohoo in the name of saving our planet. As innocent as mindless scrolling through online shops may seem, such consumers are unintentionally—or perhaps even knowingly—contributing to an industry that uses more energy than aviation. . . . Brits buy more garments than any other country in Europe, so it comes as no shock that many of those clothes end up in UK landfills each year: 300,000 tonnes of them, to be exact. This waste of clothing is destructive to our planet, releasing greenhouse gasses as clothes are burnt as well as bleeding toxins and dyes into the surrounding soil and water. As ecologist Chelsea Rochman bluntly put it, ""The mismanagement of our waste has even come back to haunt us on our dinner plate.""It's not surprising, then, that people are scrambling for a solution, the most common of which is second-hand shopping. Retailers selling consigned clothing are currently expanding at a rapid rate . . . If everyone bought just one used item in a year, it would save 449 million lbs of waste, equivalent to the weight of 1 million Polar bears. ""Thrifting"" has increasingly become a trendy practice. London is home to many second-hand, or more commonly coined 'vintage', shops across the city from Bayswater to Brixton. So you're cool and you care about the planet; you've killed two birds with one stone. But do people simply purchase a second-hand item, flash it on Instagram with #vintage and call it a day without considering whether what they are doing is actually effective? According to a study commissioned by Patagonia, for instance, older clothes shed more microfibres. These can end up in our rivers and seas after just one wash due to the worn material, thus contributing to microfibre pollution. To break it down, the amount of microfibres released by laundering 100,000 fleece jackets is equivalent to as many as 11,900 plastic grocery bags, and up to 40 per cent of that ends up in our oceans. . . . So where does this leave second-hand consumers? [They would be well advised to buy] high-quality items that shed less and last longer [as this] combats both microfibre pollution and excess garments ending up in landfills. . . . Luxury brands would rather not circulate their latest season stock around the globe to be sold at a cheaper price, which is why companies like ThredUP, a US fashion resale marketplace, have not yet caught on in the UK. There will always be a market for consignment but there is also a whole generation of people who have been taught that only buying new products is the norm; second-hand luxury goods are not in their psyche. Ben Whitaker, director at Liquidation Firm B-Stock, told Prospect that unless recycling becomes cost-effective and filters into mass production, with the right technology to partner it, ""high-end retailers would rather put brand before sustainability.""",The central idea of the passage would be undermined if:,Primark and Boohoo recycled their clothes for vintage stores. | customers bought all their clothes online. | second-hand stores sold only high-quality clothes. | clothes were not thrown and burnt in landfills.,MCQ,C
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.The Second Hand September campaign, led by Oxfam . . . seeks to encourage shopping at local organisations and charities as alternatives to fast fashion brands such as Primark and Boohoo in the name of saving our planet. As innocent as mindless scrolling through online shops may seem, such consumers are unintentionally—or perhaps even knowingly—contributing to an industry that uses more energy than aviation. . . . Brits buy more garments than any other country in Europe, so it comes as no shock that many of those clothes end up in UK landfills each year: 300,000 tonnes of them, to be exact. This waste of clothing is destructive to our planet, releasing greenhouse gasses as clothes are burnt as well as bleeding toxins and dyes into the surrounding soil and water. As ecologist Chelsea Rochman bluntly put it, ""The mismanagement of our waste has even come back to haunt us on our dinner plate.""It's not surprising, then, that people are scrambling for a solution, the most common of which is second-hand shopping. Retailers selling consigned clothing are currently expanding at a rapid rate . . . If everyone bought just one used item in a year, it would save 449 million lbs of waste, equivalent to the weight of 1 million Polar bears. ""Thrifting"" has increasingly become a trendy practice. London is home to many second-hand, or more commonly coined 'vintage', shops across the city from Bayswater to Brixton. So you're cool and you care about the planet; you've killed two birds with one stone. But do people simply purchase a second-hand item, flash it on Instagram with #vintage and call it a day without considering whether what they are doing is actually effective? According to a study commissioned by Patagonia, for instance, older clothes shed more microfibres. These can end up in our rivers and seas after just one wash due to the worn material, thus contributing to microfibre pollution. To break it down, the amount of microfibres released by laundering 100,000 fleece jackets is equivalent to as many as 11,900 plastic grocery bags, and up to 40 per cent of that ends up in our oceans. . . . So where does this leave second-hand consumers? [They would be well advised to buy] high-quality items that shed less and last longer [as this] combats both microfibre pollution and excess garments ending up in landfills. . . . Luxury brands would rather not circulate their latest season stock around the globe to be sold at a cheaper price, which is why companies like ThredUP, a US fashion resale marketplace, have not yet caught on in the UK. There will always be a market for consignment but there is also a whole generation of people who have been taught that only buying new products is the norm; second-hand luxury goods are not in their psyche. Ben Whitaker, director at Liquidation Firm B-Stock, told Prospect that unless recycling becomes cost-effective and filters into mass production, with the right technology to partner it, ""high-end retailers would rather put brand before sustainability.""","The act of ""thrifting"", as described in the passage, can be considered ironic because it:",has created environmental problems. | is an anti-consumerist attitude. | is not cost-effective for retailers. | offers luxury clothing at cut-rate prices.,MCQ,A
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.The Second Hand September campaign, led by Oxfam . . . seeks to encourage shopping at local organisations and charities as alternatives to fast fashion brands such as Primark and Boohoo in the name of saving our planet. As innocent as mindless scrolling through online shops may seem, such consumers are unintentionally—or perhaps even knowingly—contributing to an industry that uses more energy than aviation. . . . Brits buy more garments than any other country in Europe, so it comes as no shock that many of those clothes end up in UK landfills each year: 300,000 tonnes of them, to be exact. This waste of clothing is destructive to our planet, releasing greenhouse gasses as clothes are burnt as well as bleeding toxins and dyes into the surrounding soil and water. As ecologist Chelsea Rochman bluntly put it, ""The mismanagement of our waste has even come back to haunt us on our dinner plate.""It's not surprising, then, that people are scrambling for a solution, the most common of which is second-hand shopping. Retailers selling consigned clothing are currently expanding at a rapid rate . . . If everyone bought just one used item in a year, it would save 449 million lbs of waste, equivalent to the weight of 1 million Polar bears. ""Thrifting"" has increasingly become a trendy practice. London is home to many second-hand, or more commonly coined 'vintage', shops across the city from Bayswater to Brixton. So you're cool and you care about the planet; you've killed two birds with one stone. But do people simply purchase a second-hand item, flash it on Instagram with #vintage and call it a day without considering whether what they are doing is actually effective? According to a study commissioned by Patagonia, for instance, older clothes shed more microfibres. These can end up in our rivers and seas after just one wash due to the worn material, thus contributing to microfibre pollution. To break it down, the amount of microfibres released by laundering 100,000 fleece jackets is equivalent to as many as 11,900 plastic grocery bags, and up to 40 per cent of that ends up in our oceans. . . . So where does this leave second-hand consumers? [They would be well advised to buy] high-quality items that shed less and last longer [as this] combats both microfibre pollution and excess garments ending up in landfills. . . . Luxury brands would rather not circulate their latest season stock around the globe to be sold at a cheaper price, which is why companies like ThredUP, a US fashion resale marketplace, have not yet caught on in the UK. There will always be a market for consignment but there is also a whole generation of people who have been taught that only buying new products is the norm; second-hand luxury goods are not in their psyche. Ben Whitaker, director at Liquidation Firm B-Stock, told Prospect that unless recycling becomes cost-effective and filters into mass production, with the right technology to partner it, ""high-end retailers would rather put brand before sustainability.""","Based on the passage, we can infer that the opposite of fast fashion, 'slow fashion', would most likely refer to clothes that:",do not shed microfibres. | are of high quality and long lasting. | are sold by genuine vintage stores. | do not bleed toxins and dyes.,MCQ,B
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.The Second Hand September campaign, led by Oxfam . . . seeks to encourage shopping at local organisations and charities as alternatives to fast fashion brands such as Primark and Boohoo in the name of saving our planet. As innocent as mindless scrolling through online shops may seem, such consumers are unintentionally—or perhaps even knowingly—contributing to an industry that uses more energy than aviation. . . . Brits buy more garments than any other country in Europe, so it comes as no shock that many of those clothes end up in UK landfills each year: 300,000 tonnes of them, to be exact. This waste of clothing is destructive to our planet, releasing greenhouse gasses as clothes are burnt as well as bleeding toxins and dyes into the surrounding soil and water. As ecologist Chelsea Rochman bluntly put it, ""The mismanagement of our waste has even come back to haunt us on our dinner plate.""It's not surprising, then, that people are scrambling for a solution, the most common of which is second-hand shopping. Retailers selling consigned clothing are currently expanding at a rapid rate . . . If everyone bought just one used item in a year, it would save 449 million lbs of waste, equivalent to the weight of 1 million Polar bears. ""Thrifting"" has increasingly become a trendy practice. London is home to many second-hand, or more commonly coined 'vintage', shops across the city from Bayswater to Brixton. So you're cool and you care about the planet; you've killed two birds with one stone. But do people simply purchase a second-hand item, flash it on Instagram with #vintage and call it a day without considering whether what they are doing is actually effective? According to a study commissioned by Patagonia, for instance, older clothes shed more microfibres. These can end up in our rivers and seas after just one wash due to the worn material, thus contributing to microfibre pollution. To break it down, the amount of microfibres released by laundering 100,000 fleece jackets is equivalent to as many as 11,900 plastic grocery bags, and up to 40 per cent of that ends up in our oceans. . . . So where does this leave second-hand consumers? [They would be well advised to buy] high-quality items that shed less and last longer [as this] combats both microfibre pollution and excess garments ending up in landfills. . . . Luxury brands would rather not circulate their latest season stock around the globe to be sold at a cheaper price, which is why companies like ThredUP, a US fashion resale marketplace, have not yet caught on in the UK. There will always be a market for consignment but there is also a whole generation of people who have been taught that only buying new products is the norm; second-hand luxury goods are not in their psyche. Ben Whitaker, director at Liquidation Firm B-Stock, told Prospect that unless recycling becomes cost-effective and filters into mass production, with the right technology to partner it, ""high-end retailers would rather put brand before sustainability.""","According to the author, companies like ThredUP have not caught on in the UK for all of the following reasons EXCEPT that:",recycling is currently not financially attractive for luxury brands. | luxury brands do not like their product to be devalued. | the British don't buy second-hand clothing. | luxury brands want to maintain their brand image.,MCQ,C
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Over the past four centuries liberalism has been so successful that it has driven all its opponents off the battlefield. Now it is disintegrating, destroyed by a mix of hubris and internal contradictions, according to Patrick Deneen, a professor of politics at the University of Notre Dame. . . . Equality of opportunity has produced a new meritocratic aristocracy that has all the aloofness of the old aristocracy with none of its sense of noblesse oblige. Democracy has degenerated into a theatre of the absurd. And technological advances are reducing ever more areas of work into meaningless drudgery. ""The gap between liberalism's claims about itself and the lived reality of the citizenry"" is now so wide that ""the lie can no longer be accepted,"" Mr Deneen writes. What better proof of this than the vision of 1,000 private planes whisking their occupants to Davos to discuss the question of ""creating a shared future in a fragmented world""? . . . Deneen does an impressive job of capturing the current mood of disillusionment, echoing left-wing complaints about rampant commercialism, right-wing complaints about narcissistic and bullying students, and general worries about atomisation and selfishness. But when he concludes that all this adds up to a failure of liberalism, is his argument convincing? . . . He argues that the essence of liberalism lies in freeing individuals from constraints. In fact, liberalism contains a wide range of intellectual traditions which provide different answers to the question of how to trade off the relative claims of rights and responsibilities, individual expression and social ties. . . . liberals experimented with a range of ideas from devolving power from the centre to creating national education systems.Mr Deneen's fixation on the essence of liberalism leads to the second big problem of his book: his failure to recognise liberalism's ability to reform itself and address its internal problems. The late 19th century saw America suffering from many of the problems that are reappearing today, including the creation of a business aristocracy, the rise of vast companies, the corruption of politics and the sense that society was dividing into winners and losers. But a wide variety of reformers, working within the liberal tradition, tackled these problems head on. Theodore Roosevelt took on the trusts. Progressives cleaned up government corruption. University reformers modernised academic syllabuses and built ladders of opportunity. Rather than dying, liberalism reformed itself.Mr Deneen is right to point out that the record of liberalism in recent years has been dismal. He is also right to assert that the world has much to learn from the premodern notions of liberty as self-mastery and self-denial. The biggest enemy of liberalism is not so much atomisation but old-fashioned greed, as members of the Davos elite pile their plates ever higher with perks and share options. But he is wrong to argue that the only way for people to liberate themselves from the contradictions of liberalism is ""liberation from liberalism itself"". The best way to read ""Why Liberalism Failed"" is not as a funeral oration but as a call to action: up your game, or else.","The author of the passage faults Deneen's conclusions for all of the following reasons, EXCEPT:",its repeated harking back to premodern notions of liberty. | its failure to note historical instances in which the process of declining liberalism has managed to reverse itself. | its very narrow definition of liberalism limited to individual freedoms. | its extreme pessimism about the future of liberalism today and predictions of an ultimate decline.,MCQ,A
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Over the past four centuries liberalism has been so successful that it has driven all its opponents off the battlefield. Now it is disintegrating, destroyed by a mix of hubris and internal contradictions, according to Patrick Deneen, a professor of politics at the University of Notre Dame. . . . Equality of opportunity has produced a new meritocratic aristocracy that has all the aloofness of the old aristocracy with none of its sense of noblesse oblige. Democracy has degenerated into a theatre of the absurd. And technological advances are reducing ever more areas of work into meaningless drudgery. ""The gap between liberalism's claims about itself and the lived reality of the citizenry"" is now so wide that ""the lie can no longer be accepted,"" Mr Deneen writes. What better proof of this than the vision of 1,000 private planes whisking their occupants to Davos to discuss the question of ""creating a shared future in a fragmented world""? . . . Deneen does an impressive job of capturing the current mood of disillusionment, echoing left-wing complaints about rampant commercialism, right-wing complaints about narcissistic and bullying students, and general worries about atomisation and selfishness. But when he concludes that all this adds up to a failure of liberalism, is his argument convincing? . . . He argues that the essence of liberalism lies in freeing individuals from constraints. In fact, liberalism contains a wide range of intellectual traditions which provide different answers to the question of how to trade off the relative claims of rights and responsibilities, individual expression and social ties. . . . liberals experimented with a range of ideas from devolving power from the centre to creating national education systems.Mr Deneen's fixation on the essence of liberalism leads to the second big problem of his book: his failure to recognise liberalism's ability to reform itself and address its internal problems. The late 19th century saw America suffering from many of the problems that are reappearing today, including the creation of a business aristocracy, the rise of vast companies, the corruption of politics and the sense that society was dividing into winners and losers. But a wide variety of reformers, working within the liberal tradition, tackled these problems head on. Theodore Roosevelt took on the trusts. Progressives cleaned up government corruption. University reformers modernised academic syllabuses and built ladders of opportunity. Rather than dying, liberalism reformed itself.Mr Deneen is right to point out that the record of liberalism in recent years has been dismal. He is also right to assert that the world has much to learn from the premodern notions of liberty as self-mastery and self-denial. The biggest enemy of liberalism is not so much atomisation but old-fashioned greed, as members of the Davos elite pile their plates ever higher with perks and share options. But he is wrong to argue that the only way for people to liberate themselves from the contradictions of liberalism is ""liberation from liberalism itself"". The best way to read ""Why Liberalism Failed"" is not as a funeral oration but as a call to action: up your game, or else.","The author of the passage is likely to disagree with all of the following statements, EXCEPT:","the essence of liberalism lies in greater individual self-expression and freedoms. | liberalism was the dominant ideal in the past century, but it had to reform itself to remain so. | claims about liberalism's disintegration are exaggerated and misunderstand its core features. | if we accept that liberalism is a dying ideal, we must work to find a viable substitute.",MCQ,B
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Over the past four centuries liberalism has been so successful that it has driven all its opponents off the battlefield. Now it is disintegrating, destroyed by a mix of hubris and internal contradictions, according to Patrick Deneen, a professor of politics at the University of Notre Dame. . . . Equality of opportunity has produced a new meritocratic aristocracy that has all the aloofness of the old aristocracy with none of its sense of noblesse oblige. Democracy has degenerated into a theatre of the absurd. And technological advances are reducing ever more areas of work into meaningless drudgery. ""The gap between liberalism's claims about itself and the lived reality of the citizenry"" is now so wide that ""the lie can no longer be accepted,"" Mr Deneen writes. What better proof of this than the vision of 1,000 private planes whisking their occupants to Davos to discuss the question of ""creating a shared future in a fragmented world""? . . . Deneen does an impressive job of capturing the current mood of disillusionment, echoing left-wing complaints about rampant commercialism, right-wing complaints about narcissistic and bullying students, and general worries about atomisation and selfishness. But when he concludes that all this adds up to a failure of liberalism, is his argument convincing? . . . He argues that the essence of liberalism lies in freeing individuals from constraints. In fact, liberalism contains a wide range of intellectual traditions which provide different answers to the question of how to trade off the relative claims of rights and responsibilities, individual expression and social ties. . . . liberals experimented with a range of ideas from devolving power from the centre to creating national education systems.Mr Deneen's fixation on the essence of liberalism leads to the second big problem of his book: his failure to recognise liberalism's ability to reform itself and address its internal problems. The late 19th century saw America suffering from many of the problems that are reappearing today, including the creation of a business aristocracy, the rise of vast companies, the corruption of politics and the sense that society was dividing into winners and losers. But a wide variety of reformers, working within the liberal tradition, tackled these problems head on. Theodore Roosevelt took on the trusts. Progressives cleaned up government corruption. University reformers modernised academic syllabuses and built ladders of opportunity. Rather than dying, liberalism reformed itself.Mr Deneen is right to point out that the record of liberalism in recent years has been dismal. He is also right to assert that the world has much to learn from the premodern notions of liberty as self-mastery and self-denial. The biggest enemy of liberalism is not so much atomisation but old-fashioned greed, as members of the Davos elite pile their plates ever higher with perks and share options. But he is wrong to argue that the only way for people to liberate themselves from the contradictions of liberalism is ""liberation from liberalism itself"". The best way to read ""Why Liberalism Failed"" is not as a funeral oration but as a call to action: up your game, or else.","All of the following statements are evidence of the decline of liberalism today, EXCEPT:",""". . . the creation of a business aristocracy, the rise of vast companies . . ."" | ""And technological advances are reducing ever more areas of work into meaningless drudgery."" | ""Democracy has degenerated into a theatre of the absurd."" | ""'The gap between liberalism's claims about itself and the lived reality of the citizenry' is now so wide that 'the lie can no longer be accepted,'. . .""",MCQ,B
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Over the past four centuries liberalism has been so successful that it has driven all its opponents off the battlefield. Now it is disintegrating, destroyed by a mix of hubris and internal contradictions, according to Patrick Deneen, a professor of politics at the University of Notre Dame. . . . Equality of opportunity has produced a new meritocratic aristocracy that has all the aloofness of the old aristocracy with none of its sense of noblesse oblige. Democracy has degenerated into a theatre of the absurd. And technological advances are reducing ever more areas of work into meaningless drudgery. ""The gap between liberalism's claims about itself and the lived reality of the citizenry"" is now so wide that ""the lie can no longer be accepted,"" Mr Deneen writes. What better proof of this than the vision of 1,000 private planes whisking their occupants to Davos to discuss the question of ""creating a shared future in a fragmented world""? . . . Deneen does an impressive job of capturing the current mood of disillusionment, echoing left-wing complaints about rampant commercialism, right-wing complaints about narcissistic and bullying students, and general worries about atomisation and selfishness. But when he concludes that all this adds up to a failure of liberalism, is his argument convincing? . . . He argues that the essence of liberalism lies in freeing individuals from constraints. In fact, liberalism contains a wide range of intellectual traditions which provide different answers to the question of how to trade off the relative claims of rights and responsibilities, individual expression and social ties. . . . liberals experimented with a range of ideas from devolving power from the centre to creating national education systems.Mr Deneen's fixation on the essence of liberalism leads to the second big problem of his book: his failure to recognise liberalism's ability to reform itself and address its internal problems. The late 19th century saw America suffering from many of the problems that are reappearing today, including the creation of a business aristocracy, the rise of vast companies, the corruption of politics and the sense that society was dividing into winners and losers. But a wide variety of reformers, working within the liberal tradition, tackled these problems head on. Theodore Roosevelt took on the trusts. Progressives cleaned up government corruption. University reformers modernised academic syllabuses and built ladders of opportunity. Rather than dying, liberalism reformed itself.Mr Deneen is right to point out that the record of liberalism in recent years has been dismal. He is also right to assert that the world has much to learn from the premodern notions of liberty as self-mastery and self-denial. The biggest enemy of liberalism is not so much atomisation but old-fashioned greed, as members of the Davos elite pile their plates ever higher with perks and share options. But he is wrong to argue that the only way for people to liberate themselves from the contradictions of liberalism is ""liberation from liberalism itself"". The best way to read ""Why Liberalism Failed"" is not as a funeral oration but as a call to action: up your game, or else.","The author of the passage refers to ""the Davos elite"" to illustrate his views on:","the way the debate around liberalism has been captured by the rich who have managed to insulate themselves from economic hardships. | the fact that the rise in liberalism had led to a greater interest in shared futures from unlikely social classes. | the unlikelihood of a return to the liberalism of the past as long as the rich continue to benefit from the decline in liberal values. | the hypocrisy of the liberal rich, who profess to subscribe to liberal values while cornering most of the wealth.",MCQ,D
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.The Positivists, anxious to stake out their claim for history as a science, contributed the weight of their influence to the cult of facts. First ascertain the facts, said the positivists, then draw your conclusions from them. . . . This is what may [be] called the common-sense view of history. History consists of a corpus of ascertained facts. The facts are available to the historian in documents, inscriptions, and so on . . . [Sir George Clark] contrasted the ""hard core of facts"" in history with the surrounding pulp of disputable interpretation forgetting perhaps that the pulpy part of the fruit is more rewarding than the hard core. . . . It recalls the favourite dictum of the great liberal journalist C. P. Scott: ""Facts are sacred, opinion is free."". . .What is a historical fact? . . . According to the common-sense view, there are certain basic facts which are the same for all historians and which form, so to speak, the backbone of history—the fact, for example, that the Battle of Hastings was fought in 1066. But this view calls for two observations. In the first place, it is not with facts like these that the historian is primarily concerned. It is no doubt important to know that the great battle was fought in 1066 and not in 1065 or 1067, and that it was fought at Hastings and not at Eastbourne or Brighton. The historian must not get these things wrong. But [to] praise a historian for his accuracy is like praising an architect for using well-seasoned timber or properly mixed concrete in his building. It is a necessary condition of his work, but not his essential function. It is precisely for matters of this kind that the historian is entitled to rely on what have been called the ""auxiliary sciences"" of history—archaeology, epigraphy, numismatics, chronology, and so forth. . . .The second observation is that the necessity to establish these basic facts rests not on any quality in the facts themselves, but on an apriori decision of the historian. In spite of C. P. Scott's motto, every journalist knows today that the most effective way to influence opinion is by the selection and arrangement of the appropriate facts. It used to be said that facts speak for themselves. This is, of course, untrue. The facts speak only when the historian calls on them: it is he who decides to which facts to give the floor, and in what order or context. . . . The only reason why we are interested to know that the battle was fought at Hastings in 1066 is that historians regard it as a major historical event. . . . Professor Talcott Parsons once called [science] ""a selective system of cognitive orientations to reality."" It might perhaps have been put more simply. But history is, among other things, that. The historian is necessarily selective. The belief in a hard core of historical facts existing objectively and independently of the interpretation of the historian is a preposterous fallacy, but one which it is very hard to eradicate.","All of the following, if true, can weaken the passage's claim that facts do not speak for themselves, EXCEPT:","the truth value of a fact is independent of the historian who expresses it. | facts, like truth, can be relative: what is fact for person X may not be so for person Y. | a fact, by its very nature, is objective and universal, irrespective of the context in which it is placed. | the order in which a series of facts is presented does not have any bearing on the production of meaning.",MCQ,B
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.The Positivists, anxious to stake out their claim for history as a science, contributed the weight of their influence to the cult of facts. First ascertain the facts, said the positivists, then draw your conclusions from them. . . . This is what may [be] called the common-sense view of history. History consists of a corpus of ascertained facts. The facts are available to the historian in documents, inscriptions, and so on . . . [Sir George Clark] contrasted the ""hard core of facts"" in history with the surrounding pulp of disputable interpretation forgetting perhaps that the pulpy part of the fruit is more rewarding than the hard core. . . . It recalls the favourite dictum of the great liberal journalist C. P. Scott: ""Facts are sacred, opinion is free."". . .What is a historical fact? . . . According to the common-sense view, there are certain basic facts which are the same for all historians and which form, so to speak, the backbone of history—the fact, for example, that the Battle of Hastings was fought in 1066. But this view calls for two observations. In the first place, it is not with facts like these that the historian is primarily concerned. It is no doubt important to know that the great battle was fought in 1066 and not in 1065 or 1067, and that it was fought at Hastings and not at Eastbourne or Brighton. The historian must not get these things wrong. But [to] praise a historian for his accuracy is like praising an architect for using well-seasoned timber or properly mixed concrete in his building. It is a necessary condition of his work, but not his essential function. It is precisely for matters of this kind that the historian is entitled to rely on what have been called the ""auxiliary sciences"" of history—archaeology, epigraphy, numismatics, chronology, and so forth. . . .The second observation is that the necessity to establish these basic facts rests not on any quality in the facts themselves, but on an apriori decision of the historian. In spite of C. P. Scott's motto, every journalist knows today that the most effective way to influence opinion is by the selection and arrangement of the appropriate facts. It used to be said that facts speak for themselves. This is, of course, untrue. The facts speak only when the historian calls on them: it is he who decides to which facts to give the floor, and in what order or context. . . . The only reason why we are interested to know that the battle was fought at Hastings in 1066 is that historians regard it as a major historical event. . . . Professor Talcott Parsons once called [science] ""a selective system of cognitive orientations to reality."" It might perhaps have been put more simply. But history is, among other things, that. The historian is necessarily selective. The belief in a hard core of historical facts existing objectively and independently of the interpretation of the historian is a preposterous fallacy, but one which it is very hard to eradicate.","If the author of the passage were to write a book on the Battle of Hastings along the lines of his/her own reasoning, the focus of the historical account would be on:",deriving historical facts from the relevant documents and inscriptions. | providing a nuanced interpretation by relying on the auxiliary sciences. | exploring the socio-political and economic factors that led to the Battle. | producing a detailed timeline of the various events that led to the Battle.,MCQ,C
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.The Positivists, anxious to stake out their claim for history as a science, contributed the weight of their influence to the cult of facts. First ascertain the facts, said the positivists, then draw your conclusions from them. . . . This is what may [be] called the common-sense view of history. History consists of a corpus of ascertained facts. The facts are available to the historian in documents, inscriptions, and so on . . . [Sir George Clark] contrasted the ""hard core of facts"" in history with the surrounding pulp of disputable interpretation forgetting perhaps that the pulpy part of the fruit is more rewarding than the hard core. . . . It recalls the favourite dictum of the great liberal journalist C. P. Scott: ""Facts are sacred, opinion is free."". . .What is a historical fact? . . . According to the common-sense view, there are certain basic facts which are the same for all historians and which form, so to speak, the backbone of history—the fact, for example, that the Battle of Hastings was fought in 1066. But this view calls for two observations. In the first place, it is not with facts like these that the historian is primarily concerned. It is no doubt important to know that the great battle was fought in 1066 and not in 1065 or 1067, and that it was fought at Hastings and not at Eastbourne or Brighton. The historian must not get these things wrong. But [to] praise a historian for his accuracy is like praising an architect for using well-seasoned timber or properly mixed concrete in his building. It is a necessary condition of his work, but not his essential function. It is precisely for matters of this kind that the historian is entitled to rely on what have been called the ""auxiliary sciences"" of history—archaeology, epigraphy, numismatics, chronology, and so forth. . . .The second observation is that the necessity to establish these basic facts rests not on any quality in the facts themselves, but on an apriori decision of the historian. In spite of C. P. Scott's motto, every journalist knows today that the most effective way to influence opinion is by the selection and arrangement of the appropriate facts. It used to be said that facts speak for themselves. This is, of course, untrue. The facts speak only when the historian calls on them: it is he who decides to which facts to give the floor, and in what order or context. . . . The only reason why we are interested to know that the battle was fought at Hastings in 1066 is that historians regard it as a major historical event. . . . Professor Talcott Parsons once called [science] ""a selective system of cognitive orientations to reality."" It might perhaps have been put more simply. But history is, among other things, that. The historian is necessarily selective. The belief in a hard core of historical facts existing objectively and independently of the interpretation of the historian is a preposterous fallacy, but one which it is very hard to eradicate.","According to this passage, which one of the following statements best describes the significance of archaeology for historians?",Archaeology helps historians to carry out their primary duty. | Archaeology helps historians to interpret historical facts. | Archaeology helps historians to ascertain factual accuracy. | Archaeology helps historians to locate the oldest civilisations in history.,MCQ,C
2023,2,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.The Positivists, anxious to stake out their claim for history as a science, contributed the weight of their influence to the cult of facts. First ascertain the facts, said the positivists, then draw your conclusions from them. . . . This is what may [be] called the common-sense view of history. History consists of a corpus of ascertained facts. The facts are available to the historian in documents, inscriptions, and so on . . . [Sir George Clark] contrasted the ""hard core of facts"" in history with the surrounding pulp of disputable interpretation forgetting perhaps that the pulpy part of the fruit is more rewarding than the hard core. . . . It recalls the favourite dictum of the great liberal journalist C. P. Scott: ""Facts are sacred, opinion is free."". . .What is a historical fact? . . . According to the common-sense view, there are certain basic facts which are the same for all historians and which form, so to speak, the backbone of history—the fact, for example, that the Battle of Hastings was fought in 1066. But this view calls for two observations. In the first place, it is not with facts like these that the historian is primarily concerned. It is no doubt important to know that the great battle was fought in 1066 and not in 1065 or 1067, and that it was fought at Hastings and not at Eastbourne or Brighton. The historian must not get these things wrong. But [to] praise a historian for his accuracy is like praising an architect for using well-seasoned timber or properly mixed concrete in his building. It is a necessary condition of his work, but not his essential function. It is precisely for matters of this kind that the historian is entitled to rely on what have been called the ""auxiliary sciences"" of history—archaeology, epigraphy, numismatics, chronology, and so forth. . . .The second observation is that the necessity to establish these basic facts rests not on any quality in the facts themselves, but on an apriori decision of the historian. In spite of C. P. Scott's motto, every journalist knows today that the most effective way to influence opinion is by the selection and arrangement of the appropriate facts. It used to be said that facts speak for themselves. This is, of course, untrue. The facts speak only when the historian calls on them: it is he who decides to which facts to give the floor, and in what order or context. . . . The only reason why we are interested to know that the battle was fought at Hastings in 1066 is that historians regard it as a major historical event. . . . Professor Talcott Parsons once called [science] ""a selective system of cognitive orientations to reality."" It might perhaps have been put more simply. But history is, among other things, that. The historian is necessarily selective. The belief in a hard core of historical facts existing objectively and independently of the interpretation of the historian is a preposterous fallacy, but one which it is very hard to eradicate.","All of the following describe the ""common-sense view"" of history, EXCEPT:",history is like science: a selective system of cognitive orientations to reality. | only the positivist methods can lead to credible historical knowledge. | history can be objective like the sciences if it is derived from historical facts. | real history can be found in ancient engravings and archival documents.,MCQ,A
