Year,Section,Slot,ScenarioText,ImageFiles,QuestionText,AnswerType,Options,CorrectAnswer
2022,DI-LR,3,"All the first-year students in the computer science (CS) department in a university take both the courses (i) AI and (ii) ML. Students from other departments (non-CS students) can also take one of these two courses, but not both. Students who fail in a course get an F grade; others pass and are awarded A or B or C grades depending on their performance. The following are some additional facts about the number of students who took these two courses this year and the grades they obtained. 1. The numbers of non-CS students who took AI and ML were in the ratio 2 : 5. 2. The number of non-CS students who took either AI or ML was equal to the number of CS students. 3. The numbers of non-CS students who failed in the two courses were the same and their total is equal to the number of CS students who got a C grade in ML. 4. In both the courses, 50% of the students who passed got a B grade. But, while the numbers of students who got A and C grades were the same for AI, they were in the ratio 3 : 2 for ML. 5. No CS student failed in AI, while no non-CS student got an A grade in AI. 6. The numbers of CS students who got A, B and C grades respectively in AI were in the ratio 3 : 5 : 2, while in ML the ratio was 4 : 5 : 2. 7. The ratio of the total number of non-CS students failing in one of the two courses to the number of CS students failing in one of the two courses was 3 : 1. 8. 30 students failed in ML.",,How many students got A grade in AI?,MCQ,42 | 99 | 84 | 63,D
2022,DI-LR,3,"All the first-year students in the computer science (CS) department in a university take both the courses (i) AI and (ii) ML. Students from other departments (non-CS students) can also take one of these two courses, but not both. Students who fail in a course get an F grade; others pass and are awarded A or B or C grades depending on their performance. The following are some additional facts about the number of students who took these two courses this year and the grades they obtained. 1. The numbers of non-CS students who took AI and ML were in the ratio 2 : 5. 2. The number of non-CS students who took either AI or ML was equal to the number of CS students. 3. The numbers of non-CS students who failed in the two courses were the same and their total is equal to the number of CS students who got a C grade in ML. 4. In both the courses, 50% of the students who passed got a B grade. But, while the numbers of students who got A and C grades were the same for AI, they were in the ratio 3 : 2 for ML. 5. No CS student failed in AI, while no non-CS student got an A grade in AI. 6. The numbers of CS students who got A, B and C grades respectively in AI were in the ratio 3 : 5 : 2, while in ML the ratio was 4 : 5 : 2. 7. The ratio of the total number of non-CS students failing in one of the two courses to the number of CS students failing in one of the two courses was 3 : 1. 8. 30 students failed in ML.",,How many non-CS students got B grade in ML?,MCQ,165 | 90 | 25 | 75,D
2022,DI-LR,3,"Pulak, Qasim, Ritesh, and Suresh participated in a tournament comprising of eight rounds. In each round, they formed two pairs, with each of them being in exactly one pair. The only restriction in the pairing was that the pairs would change in successive rounds. For example, if Pulak formed a pair with Qasim in the first round, then he would have to form a pair with Ritesh or Suresh in the second round. He would be free to pair with Qasim again in the third round. In each round, each pair decided whether to play the game in that round or not. If they decided not to play, then no money was exchanged between them. If they decided to play, they had to bet either â¹1 or â¹2 in that round. For example, if they chose to bet â¹2, then the player winning the game got â¹2 from the one losing the game. At the beginning of the tournament, the players had â¹10 each. The following table shows partial information about the amounts that the players had at the end of each of the eight rounds. It shows every time a player had â¹10 at the end of a round, as well as every time, at the end of a round, a player had either the minimum or the maximum amount that he would have had across the eight rounds. For example, Suresh had â¹10 at the end of Rounds 1, 3, and 8 and not after any of the other rounds. The maximum amount that he had at the end of any round was â¹13 (at the end of Round 5), and the minimum amount he had at the end of any round was â¹8 (at the end of Round 2). At the end of all other rounds, he must have had either â¹9, â¹11, or â¹12. It was also known that Pulak and Qasim had the same amount of money with them at the end of Round 4.",,What BEST can be said about the amount of money that Ritesh had with him at the end of Round 8?,MCQ,Exactly â¹6 | â¹4 or â¹5 | Exactly â¹5 | â¹5 or â¹6,A
2022,DI-LR,3,"Pulak, Qasim, Ritesh, and Suresh participated in a tournament comprising of eight rounds. In each round, they formed two pairs, with each of them being in exactly one pair. The only restriction in the pairing was that the pairs would change in successive rounds. For example, if Pulak formed a pair with Qasim in the first round, then he would have to form a pair with Ritesh or Suresh in the second round. He would be free to pair with Qasim again in the third round. In each round, each pair decided whether to play the game in that round or not. If they decided not to play, then no money was exchanged between them. If they decided to play, they had to bet either â¹1 or â¹2 in that round. For example, if they chose to bet â¹2, then the player winning the game got â¹2 from the one losing the game. At the beginning of the tournament, the players had â¹10 each. The following table shows partial information about the amounts that the players had at the end of each of the eight rounds. It shows every time a player had â¹10 at the end of a round, as well as every time, at the end of a round, a player had either the minimum or the maximum amount that he would have had across the eight rounds. For example, Suresh had â¹10 at the end of Rounds 1, 3, and 8 and not after any of the other rounds. The maximum amount that he had at the end of any round was â¹13 (at the end of Round 5), and the minimum amount he had at the end of any round was â¹8 (at the end of Round 2). At the end of all other rounds, he must have had either â¹9, â¹11, or â¹12. It was also known that Pulak and Qasim had the same amount of money with them at the end of Round 4.",,What BEST can be said about the amount of money that Pulak had with him at the end of Round 6?,MCQ,Exactly â¹12 | â¹11 or â¹12 | Exactly â¹11 | â¹12 or â¹13,A
2022,DI-LR,3,"Pulak, Qasim, Ritesh, and Suresh participated in a tournament comprising of eight rounds. In each round, they formed two pairs, with each of them being in exactly one pair. The only restriction in the pairing was that the pairs would change in successive rounds. For example, if Pulak formed a pair with Qasim in the first round, then he would have to form a pair with Ritesh or Suresh in the second round. He would be free to pair with Qasim again in the third round. In each round, each pair decided whether to play the game in that round or not. If they decided not to play, then no money was exchanged between them. If they decided to play, they had to bet either â¹1 or â¹2 in that round. For example, if they chose to bet â¹2, then the player winning the game got â¹2 from the one losing the game. At the beginning of the tournament, the players had â¹10 each. The following table shows partial information about the amounts that the players had at the end of each of the eight rounds. It shows every time a player had â¹10 at the end of a round, as well as every time, at the end of a round, a player had either the minimum or the maximum amount that he would have had across the eight rounds. For example, Suresh had â¹10 at the end of Rounds 1, 3, and 8 and not after any of the other rounds. The maximum amount that he had at the end of any round was â¹13 (at the end of Round 5), and the minimum amount he had at the end of any round was â¹8 (at the end of Round 2). At the end of all other rounds, he must have had either â¹9, â¹11, or â¹12. It was also known that Pulak and Qasim had the same amount of money with them at the end of Round 4.",,How much money (in â¹) did Ritesh have at the end of Round 4?,Numerical,,6
2022,DI-LR,3,"Pulak, Qasim, Ritesh, and Suresh participated in a tournament comprising of eight rounds. In each round, they formed two pairs, with each of them being in exactly one pair. The only restriction in the pairing was that the pairs would change in successive rounds. For example, if Pulak formed a pair with Qasim in the first round, then he would have to form a pair with Ritesh or Suresh in the second round. He would be free to pair with Qasim again in the third round. In each round, each pair decided whether to play the game in that round or not. If they decided not to play, then no money was exchanged between them. If they decided to play, they had to bet either â¹1 or â¹2 in that round. For example, if they chose to bet â¹2, then the player winning the game got â¹2 from the one losing the game. At the beginning of the tournament, the players had â¹10 each. The following table shows partial information about the amounts that the players had at the end of each of the eight rounds. It shows every time a player had â¹10 at the end of a round, as well as every time, at the end of a round, a player had either the minimum or the maximum amount that he would have had across the eight rounds. For example, Suresh had â¹10 at the end of Rounds 1, 3, and 8 and not after any of the other rounds. The maximum amount that he had at the end of any round was â¹13 (at the end of Round 5), and the minimum amount he had at the end of any round was â¹8 (at the end of Round 2). At the end of all other rounds, he must have had either â¹9, â¹11, or â¹12. It was also known that Pulak and Qasim had the same amount of money with them at the end of Round 4.",,How many games were played with a bet of â¹2?,Numerical,,6
2022,DI-LR,3,"Pulak, Qasim, Ritesh, and Suresh participated in a tournament comprising of eight rounds. In each round, they formed two pairs, with each of them being in exactly one pair. The only restriction in the pairing was that the pairs would change in successive rounds. For example, if Pulak formed a pair with Qasim in the first round, then he would have to form a pair with Ritesh or Suresh in the second round. He would be free to pair with Qasim again in the third round. In each round, each pair decided whether to play the game in that round or not. If they decided not to play, then no money was exchanged between them. If they decided to play, they had to bet either â¹1 or â¹2 in that round. For example, if they chose to bet â¹2, then the player winning the game got â¹2 from the one losing the game. At the beginning of the tournament, the players had â¹10 each. The following table shows partial information about the amounts that the players had at the end of each of the eight rounds. It shows every time a player had â¹10 at the end of a round, as well as every time, at the end of a round, a player had either the minimum or the maximum amount that he would have had across the eight rounds. For example, Suresh had â¹10 at the end of Rounds 1, 3, and 8 and not after any of the other rounds. The maximum amount that he had at the end of any round was â¹13 (at the end of Round 5), and the minimum amount he had at the end of any round was â¹8 (at the end of Round 2). At the end of all other rounds, he must have had either â¹9, â¹11, or â¹12. It was also known that Pulak and Qasim had the same amount of money with them at the end of Round 4.",,Which of the following pairings was made in Round 5?,MCQ,Pulak and Ritesh | Pulak and Qasim | Pulak and Suresh | Qasim and Suresh,C
2022,DI-LR,3,"Pulak, Qasim, Ritesh, and Suresh participated in a tournament comprising of eight rounds. In each round, they formed two pairs, with each of them being in exactly one pair. The only restriction in the pairing was that the pairs would change in successive rounds. For example, if Pulak formed a pair with Qasim in the first round, then he would have to form a pair with Ritesh or Suresh in the second round. He would be free to pair with Qasim again in the third round. In each round, each pair decided whether to play the game in that round or not. If they decided not to play, then no money was exchanged between them. If they decided to play, they had to bet either â¹1 or â¹2 in that round. For example, if they chose to bet â¹2, then the player winning the game got â¹2 from the one losing the game. At the beginning of the tournament, the players had â¹10 each. The following table shows partial information about the amounts that the players had at the end of each of the eight rounds. It shows every time a player had â¹10 at the end of a round, as well as every time, at the end of a round, a player had either the minimum or the maximum amount that he would have had across the eight rounds. For example, Suresh had â¹10 at the end of Rounds 1, 3, and 8 and not after any of the other rounds. The maximum amount that he had at the end of any round was â¹13 (at the end of Round 5), and the minimum amount he had at the end of any round was â¹8 (at the end of Round 2). At the end of all other rounds, he must have had either â¹9, â¹11, or â¹12. It was also known that Pulak and Qasim had the same amount of money with them at the end of Round 4.",,"In 2000, what was the ratio of the number of dead males to dead females among those being tracked?",MCQ,109 : 107 | 129 : 131 | 71 : 69 | 41 : 43,C
2022,DI-LR,3,"Pulak, Qasim, Ritesh, and Suresh participated in a tournament comprising of eight rounds. In each round, they formed two pairs, with each of them being in exactly one pair. The only restriction in the pairing was that the pairs would change in successive rounds. For example, if Pulak formed a pair with Qasim in the first round, then he would have to form a pair with Ritesh or Suresh in the second round. He would be free to pair with Qasim again in the third round. In each round, each pair decided whether to play the game in that round or not. If they decided not to play, then no money was exchanged between them. If they decided to play, they had to bet either â¹1 or â¹2 in that round. For example, if they chose to bet â¹2, then the player winning the game got â¹2 from the one losing the game. At the beginning of the tournament, the players had â¹10 each. The following table shows partial information about the amounts that the players had at the end of each of the eight rounds. It shows every time a player had â¹10 at the end of a round, as well as every time, at the end of a round, a player had either the minimum or the maximum amount that he would have had across the eight rounds. For example, Suresh had â¹10 at the end of Rounds 1, 3, and 8 and not after any of the other rounds. The maximum amount that he had at the end of any round was â¹13 (at the end of Round 5), and the minimum amount he had at the end of any round was â¹8 (at the end of Round 2). At the end of all other rounds, he must have had either â¹9, â¹11, or â¹12. It was also known that Pulak and Qasim had the same amount of money with them at the end of Round 4.",,How many people who were being tracked and who were between 30 and 40 years of age in 1980 survived until 2010?,MCQ,90 | 190 | 110 | 310,B
2022,DI-LR,3,"In the following, a year corresponds to 1 st of January of that year. A study to determine the mortality rate for a disease began in 1980. The study chose 1000 males and 1000 females and followed them for forty years or until they died, whichever came first. The 1000 males chosen in 1980 consisted of 250 each of ages 10 to less than 20, 20 to less than 30, 30 to less than 40, and 40 to less than 50. The 1000 females chosen in 1980 also consisted of 250 each of ages 10 to less than 20, 20 to less than 30, 30 to less than 40, and 40 to less than 50. The four figures below depict the age profile of those among the 2000 individuals who were still alive in 1990, 2000, 2010, and 2020. The blue bars in each figure represent the number of males in each age group at that point in time, while the pink bars represent the number of females in each age group at that point in time. The numbers next to the bars give the exact numbers being represented by the bars. For example, we know that 230 males among those tracked and who were alive in 1990 were aged between 20 and 30.",images\2022_slot3_scen3_1.jpg,How many individuals who were being tracked and who were less than 30 years of age in 1980 survived until 2020?,MCQ,470 | 580 | 240 | 230,A
2022,DI-LR,3,"In the following, a year corresponds to 1 st of January of that year. A study to determine the mortality rate for a disease began in 1980. The study chose 1000 males and 1000 females and followed them for forty years or until they died, whichever came first. The 1000 males chosen in 1980 consisted of 250 each of ages 10 to less than 20, 20 to less than 30, 30 to less than 40, and 40 to less than 50. The 1000 females chosen in 1980 also consisted of 250 each of ages 10 to less than 20, 20 to less than 30, 30 to less than 40, and 40 to less than 50. The four figures below depict the age profile of those among the 2000 individuals who were still alive in 1990, 2000, 2010, and 2020. The blue bars in each figure represent the number of males in each age group at that point in time, while the pink bars represent the number of females in each age group at that point in time. The numbers next to the bars give the exact numbers being represented by the bars. For example, we know that 230 males among those tracked and who were alive in 1990 were aged between 20 and 30.",images\2022_slot3_scen3_1.jpg,How many of the males who were being tracked and who were between 20 and 30 years of age in 1980 died in the period 2000 to 2010?,Numerical,,40
2022,DI-LR,3,"In the following, a year corresponds to 1 st of January of that year. A study to determine the mortality rate for a disease began in 1980. The study chose 1000 males and 1000 females and followed them for forty years or until they died, whichever came first. The 1000 males chosen in 1980 consisted of 250 each of ages 10 to less than 20, 20 to less than 30, 30 to less than 40, and 40 to less than 50. The 1000 females chosen in 1980 also consisted of 250 each of ages 10 to less than 20, 20 to less than 30, 30 to less than 40, and 40 to less than 50. The four figures below depict the age profile of those among the 2000 individuals who were still alive in 1990, 2000, 2010, and 2020. The blue bars in each figure represent the number of males in each age group at that point in time, while the pink bars represent the number of females in each age group at that point in time. The numbers next to the bars give the exact numbers being represented by the bars. For example, we know that 230 males among those tracked and who were alive in 1990 were aged between 20 and 30.",images\2022_slot3_scen3_1.jpg,How many of the females who were being tracked and who were between 20 and 30 years of age in 1980 died between the ages of 50 and 60?,Numerical,,30
2022,DI-LR,3,"In the following, a year corresponds to 1 st of January of that year. A study to determine the mortality rate for a disease began in 1980. The study chose 1000 males and 1000 females and followed them for forty years or until they died, whichever came first. The 1000 males chosen in 1980 consisted of 250 each of ages 10 to less than 20, 20 to less than 30, 30 to less than 40, and 40 to less than 50. The 1000 females chosen in 1980 also consisted of 250 each of ages 10 to less than 20, 20 to less than 30, 30 to less than 40, and 40 to less than 50. The four figures below depict the age profile of those among the 2000 individuals who were still alive in 1990, 2000, 2010, and 2020. The blue bars in each figure represent the number of males in each age group at that point in time, while the pink bars represent the number of females in each age group at that point in time. The numbers next to the bars give the exact numbers being represented by the bars. For example, we know that 230 males among those tracked and who were alive in 1990 were aged between 20 and 30.",images\2022_slot3_scen3_1.jpg,What BEST can be concluded about the total number of new cases in the city on Day 2?,MCQ,Either 6 or 7 | Exactly 8 | Exactly 7 | Either 7 or 8,B
2022,DI-LR,3,"There are only four neighbourhoods in a city - Levmisto, Tyhrmisto, Pesmisto and Kitmisto. During the onset of a pandemic, the number of new cases of a disease in each of these neighbourhoods was recorded over a period of five days. On each day, the number of new cases recorded in any of the neighbourhoods was either 0, 1, 2 or 3. The following facts are also known: 1. There was at least one new case in every neighbourhood on Day 1. 2. On each of the five days, there were more new cases in Kitmisto than in Pesmisto. 3. The number of new cases in the city in a day kept increasing during the five-day period. The number of new cases on Day 3 was exactly one more than that on Day 2. 4. The maximum number of new cases in a day in Pesmisto was 2, and this happened only once during the five-day period. 5. Kitmisto is the only place to have 3 new cases on Day 2. 6. The total numbers of new cases in Levmisto, Tyhrmisto, Pesmisto and Kitmisto over the five-day period were 12, 12, 5 and 14 respectively.",,What BEST can be concluded about the number of new cases in Levmisto on Day 3?,MCQ,Exactly 3 | Either 2 or 3 | Exactly 2 | Either 0 or 1,A
2022,DI-LR,3,"There are only four neighbourhoods in a city - Levmisto, Tyhrmisto, Pesmisto and Kitmisto. During the onset of a pandemic, the number of new cases of a disease in each of these neighbourhoods was recorded over a period of five days. On each day, the number of new cases recorded in any of the neighbourhoods was either 0, 1, 2 or 3. The following facts are also known: 1. There was at least one new case in every neighbourhood on Day 1. 2. On each of the five days, there were more new cases in Kitmisto than in Pesmisto. 3. The number of new cases in the city in a day kept increasing during the five-day period. The number of new cases on Day 3 was exactly one more than that on Day 2. 4. The maximum number of new cases in a day in Pesmisto was 2, and this happened only once during the five-day period. 5. Kitmisto is the only place to have 3 new cases on Day 2. 6. The total numbers of new cases in Levmisto, Tyhrmisto, Pesmisto and Kitmisto over the five-day period were 12, 12, 5 and 14 respectively.",,On which day(s) did Pesmisto not have any new case?,MCQ,Only Day 3 | Only Day 2 | Both Day 2 and Day 4 | Both Day 2 and Day 3,A
2022,DI-LR,3,"There are only four neighbourhoods in a city - Levmisto, Tyhrmisto, Pesmisto and Kitmisto. During the onset of a pandemic, the number of new cases of a disease in each of these neighbourhoods was recorded over a period of five days. On each day, the number of new cases recorded in any of the neighbourhoods was either 0, 1, 2 or 3. The following facts are also known: 1. There was at least one new case in every neighbourhood on Day 1. 2. On each of the five days, there were more new cases in Kitmisto than in Pesmisto. 3. The number of new cases in the city in a day kept increasing during the five-day period. The number of new cases on Day 3 was exactly one more than that on Day 2. 4. The maximum number of new cases in a day in Pesmisto was 2, and this happened only once during the five-day period. 5. Kitmisto is the only place to have 3 new cases on Day 2. 6. The total numbers of new cases in Levmisto, Tyhrmisto, Pesmisto and Kitmisto over the five-day period were 12, 12, 5 and 14 respectively.",,Which of the two statements below is/are necessarily false? Statement A: There were 2 new cases in Tyhrmisto on Day 3. Statement B: There were no new cases in Pesmisto on Day 2.,MCQ,Statement B only | Both Statement A and Statement B | Statement A only | Neither Statement A nor Statement B,B
2022,DI-LR,3,"There are only four neighbourhoods in a city - Levmisto, Tyhrmisto, Pesmisto and Kitmisto. During the onset of a pandemic, the number of new cases of a disease in each of these neighbourhoods was recorded over a period of five days. On each day, the number of new cases recorded in any of the neighbourhoods was either 0, 1, 2 or 3. The following facts are also known: 1. There was at least one new case in every neighbourhood on Day 1. 2. On each of the five days, there were more new cases in Kitmisto than in Pesmisto. 3. The number of new cases in the city in a day kept increasing during the five-day period. The number of new cases on Day 3 was exactly one more than that on Day 2. 4. The maximum number of new cases in a day in Pesmisto was 2, and this happened only once during the five-day period. 5. Kitmisto is the only place to have 3 new cases on Day 2. 6. The total numbers of new cases in Levmisto, Tyhrmisto, Pesmisto and Kitmisto over the five-day period were 12, 12, 5 and 14 respectively.",,On how many days did Levmisto and Tyhrmisto have the same number of new cases?,MCQ,4 | 5 | 3 | 2,B
2023,DI-LR,1,"Faculty members in a management school can belong to one of four departments â Finance and Accounting (F&A), Marketing and Strategy (M&S), Operations and Quants (O&Q) and Behaviour and Human Resources (B&H). The numbers of faculty members in F&A, M&S, O&Q and B&H departments are 9, 7, 5 and 3 respectively. Prof. Pakrasi, Prof. Qureshi, Prof. Ramaswamy and Prof. Samuel are four members of the school's faculty who were candidates for the post of the Dean of the school. Only one of the candidates was from O&Q. Every faculty member, including the four candidates, voted for the post. In each department, all the faculty members who were not candidates voted for the same candidate. The rules for the election are listed below. 1. There cannot be more than two candidates from a single department. 2. A candidate cannot vote for himself/herself. 3. Faculty members cannot vote for a candidate from their own department. After the election, it was observed that Prof. Pakrasi received 3 votes, Prof. Qureshi received 14 votes, Prof. Ramaswamy received 6 votes and Prof. Samuel received 1 vote. Prof. Pakrasi voted for Prof. Ramaswamy, Prof. Qureshi for Prof. Samuel, Prof. Ramaswamy for Prof. Qureshi and Prof. Samuel for Prof. Pakrasi.",,Which two candidates can belong to the same department?,MCQ,Prof. Pakrasi and Prof. Samuel | Prof. Pakrasi and Prof. Qureshi | Prof. Qureshi and Prof. Ramaswamy | Prof. Ramaswamy and Prof. Samuel,B
2023,DI-LR,1,"Faculty members in a management school can belong to one of four departments â Finance and Accounting (F&A), Marketing and Strategy (M&S), Operations and Quants (O&Q) and Behaviour and Human Resources (B&H). The numbers of faculty members in F&A, M&S, O&Q and B&H departments are 9, 7, 5 and 3 respectively. Prof. Pakrasi, Prof. Qureshi, Prof. Ramaswamy and Prof. Samuel are four members of the school's faculty who were candidates for the post of the Dean of the school. Only one of the candidates was from O&Q. Every faculty member, including the four candidates, voted for the post. In each department, all the faculty members who were not candidates voted for the same candidate. The rules for the election are listed below. 1. There cannot be more than two candidates from a single department. 2. A candidate cannot vote for himself/herself. 3. Faculty members cannot vote for a candidate from their own department. After the election, it was observed that Prof. Pakrasi received 3 votes, Prof. Qureshi received 14 votes, Prof. Ramaswamy received 6 votes and Prof. Samuel received 1 vote. Prof. Pakrasi voted for Prof. Ramaswamy, Prof. Qureshi for Prof. Samuel, Prof. Ramaswamy for Prof. Qureshi and Prof. Samuel for Prof. Pakrasi.",,Which of the following can be the number of votes that Prof. Qureshi received from a single department?,MCQ,8 | 7 | 9 | 6,C
2023,DI-LR,1,"Faculty members in a management school can belong to one of four departments â Finance and Accounting (F&A), Marketing and Strategy (M&S), Operations and Quants (O&Q) and Behaviour and Human Resources (B&H). The numbers of faculty members in F&A, M&S, O&Q and B&H departments are 9, 7, 5 and 3 respectively. Prof. Pakrasi, Prof. Qureshi, Prof. Ramaswamy and Prof. Samuel are four members of the school's faculty who were candidates for the post of the Dean of the school. Only one of the candidates was from O&Q. Every faculty member, including the four candidates, voted for the post. In each department, all the faculty members who were not candidates voted for the same candidate. The rules for the election are listed below. 1. There cannot be more than two candidates from a single department. 2. A candidate cannot vote for himself/herself. 3. Faculty members cannot vote for a candidate from their own department. After the election, it was observed that Prof. Pakrasi received 3 votes, Prof. Qureshi received 14 votes, Prof. Ramaswamy received 6 votes and Prof. Samuel received 1 vote. Prof. Pakrasi voted for Prof. Ramaswamy, Prof. Qureshi for Prof. Samuel, Prof. Ramaswamy for Prof. Qureshi and Prof. Samuel for Prof. Pakrasi.",,"If Prof. Samuel belongs to B&H, which of the following statements is/are true? Statement A: Prof. Pakrasi belongs to M&S. Statement B: Prof. Ramaswamy belongs to O&Q.",MCQ,Both statements A and B | Only statement B | Only statement A | Neither statement A nor statement B,A
2023,DI-LR,1,"Faculty members in a management school can belong to one of four departments â Finance and Accounting (F&A), Marketing and Strategy (M&S), Operations and Quants (O&Q) and Behaviour and Human Resources (B&H). The numbers of faculty members in F&A, M&S, O&Q and B&H departments are 9, 7, 5 and 3 respectively. Prof. Pakrasi, Prof. Qureshi, Prof. Ramaswamy and Prof. Samuel are four members of the school's faculty who were candidates for the post of the Dean of the school. Only one of the candidates was from O&Q. Every faculty member, including the four candidates, voted for the post. In each department, all the faculty members who were not candidates voted for the same candidate. The rules for the election are listed below. 1. There cannot be more than two candidates from a single department. 2. A candidate cannot vote for himself/herself. 3. Faculty members cannot vote for a candidate from their own department. After the election, it was observed that Prof. Pakrasi received 3 votes, Prof. Qureshi received 14 votes, Prof. Ramaswamy received 6 votes and Prof. Samuel received 1 vote. Prof. Pakrasi voted for Prof. Ramaswamy, Prof. Qureshi for Prof. Samuel, Prof. Ramaswamy for Prof. Qureshi and Prof. Samuel for Prof. Pakrasi.",,What best can be concluded about the candidate from O&Q?,MCQ,It was either Prof. Pakrasi or Prof. Qureshi. | It was Prof. Samuel. | It was Prof. Ramaswamy. | It was either Prof. Ramaswamy or Prof. Samuel.,D
2023,DI-LR,1,"Faculty members in a management school can belong to one of four departments â Finance and Accounting (F&A), Marketing and Strategy (M&S), Operations and Quants (O&Q) and Behaviour and Human Resources (B&H). The numbers of faculty members in F&A, M&S, O&Q and B&H departments are 9, 7, 5 and 3 respectively. Prof. Pakrasi, Prof. Qureshi, Prof. Ramaswamy and Prof. Samuel are four members of the school's faculty who were candidates for the post of the Dean of the school. Only one of the candidates was from O&Q. Every faculty member, including the four candidates, voted for the post. In each department, all the faculty members who were not candidates voted for the same candidate. The rules for the election are listed below. 1. There cannot be more than two candidates from a single department. 2. A candidate cannot vote for himself/herself. 3. Faculty members cannot vote for a candidate from their own department. After the election, it was observed that Prof. Pakrasi received 3 votes, Prof. Qureshi received 14 votes, Prof. Ramaswamy received 6 votes and Prof. Samuel received 1 vote. Prof. Pakrasi voted for Prof. Ramaswamy, Prof. Qureshi for Prof. Samuel, Prof. Ramaswamy for Prof. Qureshi and Prof. Samuel for Prof. Pakrasi.",,Which of the following statements is/are true? Statement A: Non-candidates from M&S voted for Prof. Qureshi. Statement B: Non-candidates from F&A voted for Prof. Qureshi.,MCQ,Only statement B | Only statement A | Both statements A and B | Neither statement A nor statement B,A
2023,DI-LR,1,"Five restaurants, coded R1, R2, R3, R4 and R5 gave integer ratings to five gig workers â Ullas, Vasu, Waman, Xavier and Yusuf, on a scale of 1 to 5. The means of the ratings given by R1, R2, R3, R4 and R5 were 3.4, 2.2, 3.8, 2.8 and 3.4 respectively. The summary statistics of these ratings for the five workers is given below. Ullas Vasu Waman Xavier Yusuf Mean rating 2.2 3.8 3.4 3.6 2.6 Median rating 2 4 4 4 3 Modal rating 2 4 5 5 1 and 4 Range of rating* 3 3 4 4 3 * Range of ratings is defined as the difference between the maximum and minimum ratings awarded to a worker. The following is partial information about ratings of 1 and 5 awarded by the restaurants to the workers. (a) R1 awarded a rating of 5 to Waman, as did R2 to Xavier, R3 to Waman and Xavier, and R5 to Vasu. (b) R1 awarded a rating of 1 to Ullas, as did R2 to Waman and Yusuf, and R3 to Yusuf.",,How many individual ratings cannot be determined from the above information?,Numerical,,0
2023,DI-LR,1,"Five restaurants, coded R1, R2, R3, R4 and R5 gave integer ratings to five gig workers â Ullas, Vasu, Waman, Xavier and Yusuf, on a scale of 1 to 5. The means of the ratings given by R1, R2, R3, R4 and R5 were 3.4, 2.2, 3.8, 2.8 and 3.4 respectively. The summary statistics of these ratings for the five workers is given below. Ullas Vasu Waman Xavier Yusuf Mean rating 2.2 3.8 3.4 3.6 2.6 Median rating 2 4 4 4 3 Modal rating 2 4 5 5 1 and 4 Range of rating* 3 3 4 4 3 * Range of ratings is defined as the difference between the maximum and minimum ratings awarded to a worker. The following is partial information about ratings of 1 and 5 awarded by the restaurants to the workers. (a) R1 awarded a rating of 5 to Waman, as did R2 to Xavier, R3 to Waman and Xavier, and R5 to Vasu. (b) R1 awarded a rating of 1 to Ullas, as did R2 to Waman and Yusuf, and R3 to Yusuf.",,To how many workers did R2 give a rating of 4?,Numerical,,0
2023,DI-LR,1,"Five restaurants, coded R1, R2, R3, R4 and R5 gave integer ratings to five gig workers â Ullas, Vasu, Waman, Xavier and Yusuf, on a scale of 1 to 5. The means of the ratings given by R1, R2, R3, R4 and R5 were 3.4, 2.2, 3.8, 2.8 and 3.4 respectively. The summary statistics of these ratings for the five workers is given below. Ullas Vasu Waman Xavier Yusuf Mean rating 2.2 3.8 3.4 3.6 2.6 Median rating 2 4 4 4 3 Modal rating 2 4 5 5 1 and 4 Range of rating* 3 3 4 4 3 * Range of ratings is defined as the difference between the maximum and minimum ratings awarded to a worker. The following is partial information about ratings of 1 and 5 awarded by the restaurants to the workers. (a) R1 awarded a rating of 5 to Waman, as did R2 to Xavier, R3 to Waman and Xavier, and R5 to Vasu. (b) R1 awarded a rating of 1 to Ullas, as did R2 to Waman and Yusuf, and R3 to Yusuf.",,What rating did R1 give to Xavier?,Numerical,,3
2023,DI-LR,1,"Five restaurants, coded R1, R2, R3, R4 and R5 gave integer ratings to five gig workers â Ullas, Vasu, Waman, Xavier and Yusuf, on a scale of 1 to 5. The means of the ratings given by R1, R2, R3, R4 and R5 were 3.4, 2.2, 3.8, 2.8 and 3.4 respectively. The summary statistics of these ratings for the five workers is given below. Ullas Vasu Waman Xavier Yusuf Mean rating 2.2 3.8 3.4 3.6 2.6 Median rating 2 4 4 4 3 Modal rating 2 4 5 5 1 and 4 Range of rating* 3 3 4 4 3 * Range of ratings is defined as the difference between the maximum and minimum ratings awarded to a worker. The following is partial information about ratings of 1 and 5 awarded by the restaurants to the workers. (a) R1 awarded a rating of 5 to Waman, as did R2 to Xavier, R3 to Waman and Xavier, and R5 to Vasu. (b) R1 awarded a rating of 1 to Ullas, as did R2 to Waman and Yusuf, and R3 to Yusuf.",,What is the median of the ratings given by R3 to the five workers?,Numerical,,4
