Year,Section,Slot,Topic,Question,AnswerType,Options,CorrectAnswer
2023,QA,2,,"In a rectangle ABCD, AB = 9 cm and BC = 6 cm. P and Q are two points on BC such that the areas of the figures ABP, APQ, and AQCD are in geometric progression. If the area of the figure AQCD is four times the area of triangle ABP, then BP : PQ : QC is",MCQ,1 : 1 : 2 | 1 : 2 : 4 | 2 : 4 : 1 | 1 : 2 : 1,C
2023,QA,2,,"A triangle is drawn with its vertices on the circle \(C\) such that one of its sides is a diameter of \(C\) and the other two sides have their lengths in the ratio \(a: b\). If the radius of the circle is \(r\), then the area of the triangle is",MCQ,\(\frac{a b r^2}{2\left(a^2+b^2\right)}\) | \(\frac{a b r^2}{a^2+b^2}\) | \(\frac{4 a b r^2}{a^2+b^2}\) | \(\frac{2 a b r^2}{a^2+b^2}\),D
2023,QA,2,,"The area of the quadrilateral bounded by the \(Y\)-axis, the line \(x=5\), and the lines \(|x-y|-|x-5|=2\), is",Numerical,,45
2023,QA,2,,"Let both the series \(a_1, a_2, a_3, \ldots\) and \(b_1, b_2, b_3 \ldots\) be in arithmetic progression such that the common differences of both the series are prime numbers. If \(a_5=b_9, a_{19}=b_{19}\) and \(b_2=0\), then \(a_{11}\) equals",MCQ,79 | 83 | 86 | 84,A
2023,QA,2,,"If \(p^2+q^2-29=2 p q-20=52-2 p q\), then the difference between the maximum and minimum possible value of \(\left(p^3-q^3\right)\) is",MCQ,486 | 189 | 378 | 243,C
2023,QA,2,,"Let \(a_n\) and \(b_n\) be two sequences such that \(a_n=13+6(n-1)\) and \(b_n=15+7(n-1)\) for all natural numbers \(n\). Then, the largest three digit integer that is common to both these sequences, is",Numerical,,967
2023,QA,3,,"For a real number \(x\), if \(\frac{1}{2}, \frac{\log _3\left(2^x-9\right)}{\log _3 4}\), and \(\frac{\log _5\left(2^x+\frac{17}{2}\right)}{\log _5 4}\) are in an arithmetic progression, then the common difference is",MCQ,\(\log _4 7\) | \(\log _4\left(\frac{3}{2}\right)\) | \(\log _4\left(\frac{7}{2}\right)\) | \(\log _4\left(\frac{23}{2}\right)\),C
2023,QA,3,,"Let \(n\) and \(m\) be two positive integers such that there are exactly 41 integers greater than \(8^m\) and less than \(8^n\), which can be expressed as powers of 2 . Then, the smallest possible value of \(n+m\) is",MCQ,14 | 42 | 16 | 44,C
2023,QA,3,,"For some real numbers \(a\) and \(b\), the system of equations \(x+y=4\) and \((a+5) x+\left(b^2-15\right) y=8 b\) has infinitely many solutions for \(x\) and \(y\). Then, the maximum possible value of \(a b\) is",MCQ,15 | 33 | 55 | 25,B
2023,QA,3,,"If \(x\) is a positive real number such that \(x^8+\left(\frac{1}{x}\right)^8=47\), then the value of \(x^9+\left(\frac{1}{x}\right)^9\) is",MCQ,\(40 \sqrt{5}\) | \(36 \sqrt{5}\) | \(30 \sqrt{5}\) | \(34 \sqrt{5}\),D
2023,QA,3,,"A quadratic equation \(x^2+b x+c=0\) has two real roots. If the difference between the reciprocals of the roots is \(\frac{1}{3}\), and the sum of the reciprocals of the squares of the roots is \(\frac{5}{9}\), then the largest possible value of \((b+c)\) is",Numerical,,9
2023,QA,3,,"The sum of the first two natural numbers, each having 15 factors (including 1 and the number itself), is",Numerical,,468
2023,QA,3,,"Let \(n\) be any natural number such that \(5^{n-1} \lt 3^{n+1}\). Then, the least integer value of \(m\) that satisfies \(3^{n+1} \lt 2^{n+m}\) for each such \(n\), is",Numerical,,5
2023,QA,3,,"Rahul, Rakshita and Gurmeet, working together, would have taken more than 7 days to finish a job. On the other hand, Rahul and Gurmeet, working together would have taken less than 15 days to finish the job. However, they all worked together for 6 days, followed by Rakshita, who worked alone for 3 more days to finish the job. If Rakshita had worked alone on the job then the number of days she would have taken to finish the job, cannot be",MCQ,17 | 21 | 16 | 20,B
2023,QA,3,,"Anil mixes cocoa with sugar in the ratio 3 : 2 to prepare mixture A, and coffee with sugar in the ratio 7 : 3 to prepare mixture B. He combines mixtures A and B in the ratio 2 : 3 to make a new mixture C. If he mixes C with an equal amount of milk to make a drink, then the percentage of sugar in this drink will be",MCQ,21 | 24 | 16 | 17,D
2023,QA,3,,"The population of a town in 2020 was 100000 . The population decreased by \(y \%\) from the year 2020 to 2021 , and increased by \(x \%\) from the year 2021 to 2022, where \(x\) and \(y\) are two natural numbers. If population in 2022 was greater than the population in 2020 and the difference between \(x\) and \(y\) is 10 , then the lowest possible population of the town in 2021 was",MCQ,74000 | 75000 | 72000 | 73000,D
2023,QA,3,,"A merchant purchases a cloth at a rate of Rs.100 per meter and receives 5 cm length of cloth free for every 100 cm length of cloth purchased by him. He sells the same cloth at a rate of Rs.110 per meter but cheats his customers by giving 95 cm length of cloth for every 100 cm length of cloth purchased by the customers. If the merchant provides a 5% discount, the resulting profit earned by him is",MCQ,4.2% | 15.5% | 16% | 9.7%,B
2023,QA,3,,"There are three persons \(\mathrm{A}, \mathrm{B}\) and \(\mathrm{C}\) in a room. If a person \(\mathrm{D}\) joins the room, the average weight of the persons in the room reduces by \(x \mathrm{~kg}\). Instead of \(\mathrm{D}\), if person \(\mathrm{E}\) joins the room, the average weight of the persons in the room increases by \(2 x \mathrm{~kg}\). If the weight of \(\mathrm{E}\) is \(12 \mathrm{~kg}\) more than that of \(\mathrm{D}\), then the value of \(x\) is",MCQ,1.5 | 2 | 0.5 | 1,D
2023,QA,3,,"A boat takes 2 hours to travel downstream a river from port A to port B, and 3 hours to return to port A. Another boat takes a total of 6 hours to travel from port B to port A and return to port B. If the speeds of the boats and the river are constant, then the time, in hours, taken by the slower boat to travel from port A to port B is",MCQ,\(3(3-\sqrt{5})\) | \(12(\sqrt{5}-2)\) | \(3(3+\sqrt{5})\) | \(3(\sqrt{5}-1)\),A
2023,QA,3,,"A fruit seller has a stock of mangoes, bananas and apples with at least one fruit of each type. At the beginning of a day, the number of mangoes make up 40% of his stock. That day, he sells half of the mangoes, 96 bananas and 40% of the apples. At the end of the day, he ends up selling 50% of the fruits. The smallest possible total number of fruits in the stock at the beginning of the day is",Numerical,,340
2023,QA,3,,"The number of coins collected per week by two coin-collectors A and B are in the ratio 3 : 4. If the total number of coins collected by A in 5 weeks is a multiple of 7, and the total number of coins collected by B in 3 weeks is a multiple of 24, then the minimum possible number of coins collected by A in one week is",Numerical,,42
2023,QA,3,,"Gautam and Suhani, working together, can finish a job in 20 days. If Gautam does only 60% of his usual work on a day, Suhani must do 150% of her usual work on that day to exactly make up for it. Then, the number of days required by the faster worker to complete the job working alone is",Numerical,,36
2023,QA,3,,"Let \(\triangle A B C\) be an isosceles triangle such that \(A B\) and \(A C\) are of equal length. \(A D\) is the altitude from \(A\) on \(B C\) and \(B E\) is the altitude from \(\mathrm{B}\) on \(\mathrm{AC}\). If \(\mathrm{AD}\) and \(\mathrm{BE}\) intersect at \(\mathrm{O}\) such that \(\angle \mathrm{AOB}=105^{\circ}\), then \(\frac{A D}{B E}\) equals",MCQ,\(2 \sin 15^{\circ}\) | \(\cos 15^{\circ}\) | \(2 \cos 15^{\circ}\) | \(\sin 15^{\circ}\),C
2023,QA,3,,"A rectangle with the largest possible area is drawn inside a semicircle of radius \(2 \mathrm{~cm}\). Then, the ratio of the lengths of the largest to the smallest side of this rectangle is",MCQ,\(2 : 1\) | \(\sqrt{5} : 1\) | \(1 : 1\) | \(\sqrt{2} : 1\),A
2023,QA,3,,"In a regular polygon, any interior angle exceeds the exterior angle by 120 degrees. Then, the number of diagonals of this polygon is",Numerical,,54
2023,QA,3,,"The value of \(1+\left(1+\frac{1}{3}\right) \frac{1}{4}+\left(1+\frac{1}{3}+\frac{1}{9}\right) \frac{1}{16}+\left(1+\frac{1}{3}+\frac{1}{9}+\frac{1}{27}\right) \frac{1}{64}+\cdots\), is",MCQ,\(\frac{15}{13}\) | \(\frac{16}{11}\) | \(\frac{27}{12}\) | \(\frac{15}{8}\),B
2023,QA,3,,"Let \(a_n=46+8 n\) and \(b_n=98+4 n\) be two sequences for natural numbers \(n \leq 100\). Then, the sum of all terms common to both the sequences is",MCQ,15000 | 14900 | 14602 | 14798,B
2023,QA,3,,"Suppose \(f(x, y)\) is a real-valued function such that \(f(3 x+2 y, 2 x-5 y)=19 x\), for all real numbers \(x\) and \(y\). The value of \(x\) for which \(f(x, 2 x)=27\), is",Numerical,,3
2024,QA,1,Ratios Mixtures Averages,"A fruit seller has a total of 187 fruits consisting of apples, mangoes and oranges. The
                                number of apples and
                                mangoes are in the ratio 5 : 2. After she sells 75 apples, 26 mangoes and half of the
                                oranges, the ratio of
                                number of unsold apples to number of unsold oranges becomes 3 : 2. The total number of
                                unsold fruits is",Numerical,,66
2024,QA,1,Linear Quadratic,"If \((a+b \sqrt{n})\) is the positive square root of
                                \((29-12 \sqrt{5})\), where \(a\) and \(b\) are integers, and \(n\) is a natural number, then
                                the maximum possible value of \((a+b+n)\) is",MCQ,22 | 6 | 18 | 4,18
2024,QA,1,Logarithms Exponents,"The sum of all real values of \(k\) for which
                                \(\left(\frac{1}{8}\right)^k \times\left(\frac{1}{32768}\right)^{\frac{1}{3}}=\frac{1}{8}
                                \times\left(\frac{1}{32768}\right)^{\frac{1}{k}}\), is",MCQ,\(\frac{2}{3}\) | \(-\frac{2}{3}\) | \(\frac{4}{3}\) | \(-\frac{4}{3}\),B
2024,QA,1,Functions,"In the \(X Y\)-plane, the area, in sq. units, of the region
                                defined by the inequalities \(y \geq x+4\) and \(-4 \leq x^2+y^2+4(x-y) \leq 0\) is",MCQ,\(4 \pi\) | \(2 \pi\) | \(\pi\) | \(3 \pi\),B
2024,QA,1,Pipes Cisterns Work Time,"Renu would take 15 days working 4 hours per day to complete a certain task whereas Seema
                                would take 8 days
                                working 5 hours per day to complete the same task. They decide to work together to
                                complete this task. Seema
                                agrees to work for double the number of hours per day as Renu, while Renu agrees to work
                                for double the
                                number of days as Seema. If Renu works 2 hours per day, then the number of days Seema
                                will work, is",Numerical,,6
2024,QA,1,Percents Profits SICI,"In September, the incomes of Kamal, Amal and Vimal are in the ratio 8 : 6 : 5. They rent a
                                house together, and Kamal pays 15%, Amal pays 12% and Vimal pays 18% of their respective
                                incomes to cover
                                the total house rent in that month. In October, the house rent remains unchanged while
                                their incomes
                                increase by 10%, 12% and 15%, respectively. In October, the percentage of their total
                                income that will be
                                paid as house rent, is nearest to",MCQ,14.84 | 12.75 | 13.26 | 15.18,C
2024,QA,1,Functions,"Consider two sets \(A=\{2,3,5,7,11,13\}\) and
                                \(B=\{1,8,27\}\). Let \(f\) be a function from \(A\) to \(B\) such that for every element \(b\)
                                in \(B\), there is at least one element \(a\) in \(A\) such that \(f(a)=b\). Then, the total
                                number of such functions \(f\) is",MCQ,540 | 537 | 665 | 667,A
2024,QA,1,Linear Quadratic,"Let \(x, y\), and \(z\) be real numbers satisfying

                                $$
                                \begin{aligned}
                                & 4\left(x^2+y^2+z^2\right)=a \\
                                & 4(x-y-z)=3+a
                                \end{aligned}
                                $$
        
        
                                Then \(a\) equals",MCQ,3 | 1 \(\frac{1}{3}\) | 1 | 4,A
2024,QA,1,Combinatorics,"The sum of all four-digit numbers that can be formed with
                                the distinct non-zero digits \(a, b, c\), and \(d\), with each digit appearing exactly once in
                                every number, is \(153310+n\), where \(n\) is a single digit natural number. Then, the value of
                                \((a+b+c+d+n)\) is",Numerical,,31
2024,QA,1,Remainders,"When \(10^{100}\) is divided by 7 , the remainder is",MCQ,3 | 6 | 1 | 4,D
2024,QA,1,Ratios Mixtures Averages,"There are four numbers such that average of first two numbers is 1 more than the first
                                number, average of
                                first three numbers is 2 more than average of first two numbers, and average of first
                                four numbers is 3 more
                                than average of first three numbers. Then, the difference between the largest and the
                                smallest numbers, is",Numerical,,15
2024,QA,1,Percents Profits SICI,"An amount of Rs 10000 is deposited in bank A for a certain number of years at a simple
                                interest of 5% per
                                annum. On maturity, the total amount received is deposited in bank B for another 5 years
                                at a simple
                                interest of 6% per annum. If the interests received from bank A and bank B are in the
                                ratio 10 : 13, then
                                the investment period, in years, in bank A is",MCQ,4 | 3 | 6 | 5,C
2024,QA,1,Linear Quadratic,"A shop wants to sell a certain quantity (in kg) of grains. It sells half the quantity and
                                an additional 3 kg
                                of these grains to the first customer. Then, it sells half of the remaining quantity and
                                an additional 3 kg
                                of these grains to the second customer. Finally, when the shop sells half of the
                                remaining quantity and an
                                additional 3 kg of these grains to the third customer, there are no grains left. The
                                initial quantity, in
                                kg, of grains is",MCQ,18 | 36 | 50 | 42,D
2024,QA,1,Progressions,"Suppose \(x_1, x_2, x_3, \ldots, x_{100}\) are in arithmetic
                                progression such that \(x_5=-4\) and \(2 x_6+2 x_9=x_{11}+x_{13}\). Then, \(x_{100}\) equals",MCQ,204 | -194 | -196 | 206,B
2024,QA,1,Speed Time Distance Races,"Two places A and B are 45 kms apart and connected by a straight road. Anil goes from A to
                                B while Sunil goes
                                from B to A. Starting at the same time, they cross each other in exactly 1 hour 30
                                minutes. If Anil reaches
                                B exactly 1 hour 15 minutes after Sunil reaches A, the speed of Anil, in km per hour, is",MCQ,16 | 14 | 12 | 18,C
2024,QA,1,Mensuration,"The surface area of a closed rectangular box, which is
                                inscribed in a sphere, is 846 sq cm , and the sum of the lengths of all its edges is 144 cm .
                                The volume, in cubic cm , of the sphere is",MCQ,\(750 \pi\) | \(1125 \pi \sqrt{2}\) | \(1125 \pi\) | \(750 \pi \sqrt{2}\),B
2024,QA,1,Ratios Mixtures Averages,"A glass is filled with milk. Two-thirds of its content is poured out and replaced with
                                water. If this process
                                of pouring out two-thirds the content and replacing with water is repeated three more
                                times, then the final
                                ratio of milk to water in the glass, is",MCQ,1 : 27 | 1 : 81 | 1 : 26 | 1 : 80,D
2024,QA,1,Functions,"For any natural number \(n\), let \(a_n\) be the largest
                                integer not exceeding \(\sqrt{n}\). Then the value of \(a_1+a_2+\cdots+a_{50}\) is",Numerical,,217
2024,QA,1,Geometry,"ABCD is a rectangle with sides AB = 56 cm and BC = 45 cm, and E is the midpoint of side
                                CD. Then, the length,
                                in cm, of radius of incircle of \(\triangle A D E\) is",Numerical,,10
2024,QA,1,Linear Quadratic,"If the equations \(x^2+m x+9=0, x^2+n x+17=0\) and
                                \(x^2+(m+n) x+35=0\) have a common negative root, then the value of \((2 m+3 n)\) is",Numerical,,38
2024,QA,1,Percents Profits SICI,"The selling price of a product is fixed to ensure 40% profit. If the product had cost 40%
                                less and had been
                                sold for 5 rupees less, then the resulting profit would have been 50%. The original
                                selling price, in
                                rupees, of the product is",MCQ,10 | 15 | 20 | 14,D
2024,QA,1,Logarithms Exponents,"If \(x\) is a positive real number such that \(4 \log _{10}
                                x+4 \log _{100} x+8 \log _{1000} x=13\), then the greatest integer not exceeding \(x\), is",Numerical,,31
2024,QA,2,Remainders,"When \(3^{333}\) is divided by 11 , the remainder is",MCQ,1 | 10 | 6 | 5,D
2024,QA,2,Inequalities,"If \(x\) and \(y\) satisfy the equations \(|x|+x+y=15\) and \(x+|y|-y=20\), then \((x-y)\) equals",MCQ,10 | 5 | 20 | 15,D
2024,QA,2,Logarithms Exponents,"If \(m\) and \(n\) are natural numbers such that \(n>1\), and \(m^n=2^{25} \times 3^{40}\), then \(m-n\) equals",MCQ,209932 | 209937 | 209947 | 209942,C
2024,QA,2,Functions,"A function \(f\) maps the set of natural numbers to whole numbers, such that \(f(x y)=f(x) f(y)+f(x)+f(y)\) for all \(x, y\) and \(f(p)=1\) for every prime number \(p\). Then, the value of \(f(160000)\) is",MCQ,1023 | 4095 | 2047 | 8191,B
2024,QA,2,Geometry,"\(A B C D\) is a trapezium in which \(A B\) is parallel to \(C D\). The sides \(A D\) and \(B C\) when extended, intersect at point \(E\). If \(A B=2 \mathrm{~cm}, C D=1 \mathrm{~cm}\), and perimeter of \(A B C D\) is 6 cm , then the perimeter, in cm , of \(\triangle A E B\) is",MCQ,10 | 9 | 8 | 7,C
2024,QA,2,Pipes Cisterns Work Time,"Amal and Vimal together can complete a task in 150 days, while Vimal and Sunil
                                together can complete the same task in 100 days. Amal starts working on the task and
                                works for 75 days, then Vimal takes over and works for 135 days. Finally, Sunil takes
                                over and completes the remaining task in 45 days. If Amal had started the task alone and
                                worked on all days, Vimal had worked on every second day, and Sunil had worked on every
                                third day, then the number of days required to complete the task would have been",Numerical,,139
2024,QA,2,Percents Profits SICI,"Bina incurs 19% loss when she sells a product at Rs. 4860 to Shyam, who in turn sells
                                this product to Hari. If Bina would have sold this product to Shyam at the purchase
                                price of Hari, she would have obtained 17% profit. Then, the profit, in rupees, made by
                                Shyam is",Numerical,,2160
2024,QA,2,Progressions,The sum of the infinite series \(\frac{1}{5}\left(\frac{1}{5}-\frac{1}{7}\right)+\left(\frac{1}{5}\right)^2\left(\left(\frac{1}{5}\right)^2-\left(\frac{1}{7}\right)^2\right)+\left(\frac{1}{5}\right)^3\left(\left(\frac{1}{5}\right)^3-\left(\frac{1}{7}\right)^3\right)+\cdots\) is equal to,MCQ,\(\frac{5}{408}\) | \(\frac{7}{816}\) | \(\frac{7}{408}\) | \(\frac{5}{816}\),A
2024,QA,2,Logarithms Exponents,"If \(a, b\) and \(c\) are positive real numbers such that \(a>10 \geq b \geq c\) and \(\frac{\log _8(a+b)}{\log _2 c}+\frac{\log _{27}(a-b)}{\log _3 c}=\frac{2}{3}\), then the greatest possible integer value of \(a\) is<",Numerical,,14
2024,QA,2,Ratios Mixtures Averages,"A company has 40 employees whose names are listed in a certain order. In the year 2022,
                                the average bonus of the first 30 employees was Rs. 40000, of the last 30 employees was
                                Rs. 60000, and of the first 10 and last 10 employees together was Rs. 50000. Next year,
                                the average bonus of the first 10 employees increased by 100%, of the last 10 employees
                                increased by 200% and of the remaining employees was unchanged. Then, the average bonus,
                                in rupees, of all the 40 employees together in the year 2023 was",MCQ,90000 | 95000 | 80000 | 85000,B
2024,QA,2,Combinatorics,"P, Q, R and S are four towns. One can travel between P and Q along 3 direct paths,
                                between Q and S along 4 direct paths, and between P and R along 4 direct paths. There is
                                no direct path between P and S, while there are few direct paths between Q and R, and
                                between R and S. One can travel from P to S either via Q, or via R, or via Q followed by
                                R, respectively, in exactly 62 possible ways. One can also travel from Q to R either
                                directly, or via P, or via S, in exactly 27 possible ways. Then, the number of direct
                                paths between Q and R is",Numerical,,7
2024,QA,2,Percents Profits SICI,"A fruit seller has a stock of mangoes, bananas and apples with at least one fruit of each
                                type. At the beginning of a day, the number of mangoes make up 40% of his stock. That
                                day, he sells half of the mangoes, 96 bananas and 40% of the apples. At the end of the
                                day, he ends up selling 50% of the fruits. The smallest possible total number of fruits
                                in the stock at the beginning of the day is",Numerical,,340
2024,QA,2,Linear Quadratic,"If \((x+6 \sqrt{2})^{\frac{1}{2}}-(x-6 \sqrt{2})^{\frac{1}{2}}=2 \sqrt{2}\), then \(x\) equals",Numerical,,11
2024,QA,2,Cogeo,"The coordinates of the three vertices of a triangle are: (1, 2), (7, 2), and (1, 10).
                                Then the radius of the incircle of the triangle is",Numerical,,2
2024,QA,2,Percents Profits SICI,"Anil invests Rs 22000 for 6 years in a scheme with 4% interest per annum, compounded
                                half-yearly. Separately, Sunil invests a certain amount in the same scheme for 5 years,
                                and then reinvests the entire amount he receives at the end of 5 years, for one year at
                                10% simple interest. If the amounts received by both at the end of 6 years are equal,
                                then the initial investment, in rupees, made by Sunil is",MCQ,20480 | 20808 | 20640 | 20860,B
2024,QA,2,Linear Quadratic,"The roots \(\alpha, \beta\) of the equation \(3 x^2+\lambda x-1=0\), satisfy \(\frac{1}{\alpha^2}+\frac{1}{\beta^2}=15\). The value of \(\left(\alpha^3+\beta^3\right)^2\), is",MCQ,9 | 16 | 4 | 1,C
2024,QA,2,Speed Time Distance Races,"A bus starts at 9 am and follows a fixed route every day. One day, it traveled at a
                                constant speed of 60 km per hour and reached its destination 3.5 hours later than its
                                scheduled arrival time. Next day, it traveled two-thirds of its route in one-third of
                                its total scheduled travel time, and the remaining part of the route at 40 km per hour
                                to reach just on time. The scheduled arrival time of the bus is",MCQ,10 : 30 pm | 7 : 00 pm | 7 : 30 pm | 9 : 00 pm,C
2024,QA,2,Geometry,"Three circles of equal radii touch (but not cross) each other externally. Two other circles, \(X\) and \(Y\), are drawn such that both touch (but not cross) each of the three previous circles. If the radius of \(X\) is more than that of \(Y\), the ratio of the radii of \(X\) and \(Y\) is",MCQ,\(2+\sqrt{3}: 1\) | \(4+\sqrt{3}: 1\) | \(7+4 \sqrt{3}: 1\) | \(4+2 \sqrt{3}: 1\),C
2024,QA,2,Ratios Mixtures Averages,"A vessel contained a certain amount of a solution of acid and water. When 2 litres of
                                water was added to it, the new solution had 50% acid concentration. When 15 litres of
                                acid was further added to this new solution, the final solution had 80% acid
                                concentration. The ratio of water and acid in the original solution was",MCQ,5 : 3 | 4 : 5 | 5 : 4 | 3 : 5,D
2024,QA,2,Inequalities,All the values of \(x\) satisfying the inequality \(\frac{1}{x+5} \leq \frac{1}{2 x-3}\) are,MCQ, |  |  | ,B
2024,QA,2,Linear Quadratic,"If \(x\) and \(y\) are real numbers such that \(4 x^2+4 y^2-4 x y-6 y+3=0\), then the value of \((4 x+5 y)\) is",Numerical,,7
2024,QA,2,Linear Quadratic,"When Rajesh's age was same as the present age of Garima, the ratio of their ages was 3:2. When Garima's age becomes the same as the present age of Rajesh,
                                the ratio of the ages of Rajesh and Garima will become",MCQ,4:3 | 2:1 | 3:2 | 5 : 4,D
2024,QA,3,Inequalities,"The number of distinct integer solutions \((x, y)\) of the equation \(|x+y|+|x-y|=2\), is",Numerical,,8
2024,QA,3,Linear Quadratic,"For some constant real numbers \(p, k\) and \(a\), consider
                                the following system of linear equations in \(x\) and \(y\) :
        
                                $$
                                \begin{aligned}
                                & p x-4 y=2 \\
                                & 3 x+k y=a
                                \end{aligned}
                                $$
        
        
                                A necessary condition for the system to have no solution for \((x, y)\), is",MCQ,\(2 a+k \neq 0\) | \(a p-6=0\) | \(a p+6=0\) | \(k p+12 \neq 0\),A
2024,QA,3,Linear Quadratic,"If \((a+b \sqrt{3})^2=52+30 \sqrt{3}\), where \(a\) and \(b\) are natural numbers, then \(a+b\) equals",MCQ,7 | 10 | 8 | 9,C
2024,QA,3,Geometry,"A circular plot of land is divided into two regions by a
                                chord of length \(10 \sqrt{3}\) meters such that the chord subtends an angle of \(120^{\circ}\)
                                at the center. Then, the area, in square meters, of the smaller region is",MCQ,\(25\left(\frac{4 \pi}{3}+\sqrt{3}\right)\) | \(20\left(\frac{4 \pi}{3}-\sqrt{3}\right)\) | \(25\left(\frac{4 \pi}{3}-\sqrt{3}\right)\) | \(20\left(\frac{4 \pi}{3}+\sqrt{3}\right)\),C
2024,QA,3,Percents Profits SICI,"In a group of 250 students, the percentage of girls was at least 44% and at most 60%. The rest of the students were boys. Each student opted for either swimming or running or both. If 50% of the boys and 80% of the girls opted for swimming while 70% of the boys and 60% of the girls opted for running, then the minimum and maximum possible number of students who opted for both swimming and running, are",MCQ,"72 and 80, respectively | 75 and 90, respectively | 72 and 88, respectively | 75 and 96, respectively",A
2024,QA,3,Remainders,"If \(10^{68}\) is divided by 13 , the remainder is",MCQ,8 | 9 | 4 | 5,B
2024,QA,3,Geometry,"The midpoints of sides AB, BC, and AC in △ ABC are M, N, and P, respectively. The medians drawn from A, B, and C intersect the line segments MP, MN and NP at X, Y, and Z, respectively. If the area of △ ABC is 1440 sq cm, then the area, in sq cm, of △ XYZ is",Numerical,,90
2024,QA,3,Percents Profits SICI,"After two successive increments, Gopal's salary became 187.5% of his initial salary. If the percentage of salary increase in the second increment was twice of that in the first increment, then the percentage of salary increase in the first increment was",MCQ,27.5 | 30 | 25 | 20,C
2024,QA,3,Pipes Cisterns Work Time,"Sam can complete a job in 20 days when working alone. Mohit
                                is twice as fast as Sam and thrice as fast as Ayna in the same job. They undertake a job with an
                                arrangement where Sam and Mohit work together on the first day, Sam and Ayna on the second day,
                                Mohit and Ayna on the third day, and this three-day pattern is repeated till the work gets
                                completed. Then, the fraction of total work done by Sam is",MCQ,3/20 | 3/10 | 1/20 | 1/5,B
2024,QA,3,Ratios Mixtures Averages,"A certain amount of water was poured into a 300 litre container and the remaining portion of the container was filled with milk. Then an amount of this solution was taken out from the container which was twice the volume of water that was earlier poured into it, and water was poured to refill the container again. If the resulting solution contains 72% milk, then the amount of water, in litres, that was initially poured into the container was",Numerical,,30
2024,QA,3,Percents Profits SICI,"Aman invests Rs 4000 in a bank at a certain rate of interest, compounded annually. If the ratio of the value of the investment after 3 years to the value of the investment after 5 years is 25 : 36, then the minimum number of years required for the value of the investment to exceed Rs 20000 is",Numerical,,9
2024,QA,3,Percents Profits SICI,"Gopi marks a price on a product in order to make 20% profit. Ravi gets 10% discount on this marked price, and thus saves Rs 15. Then, the profit, in rupees, made by Gopi by selling the product to Ravi, is",MCQ,25 | 10 | 15 | 20,B
2024,QA,3,Ratios Mixtures Averages,"The average of three distinct real numbers is 28. If the smallest number is increased by 7 and the largest number is reduced by 10, the order of the numbers remains unchanged, and the new arithmetic mean becomes 2 more than the middle number, while the difference between the largest and the smallest numbers becomes 64. Then, the largest number in the original set of three numbers is",Numerical,,70
2024,QA,3,Combinatorics,The number of all positive integers up to 500 with non-repeating digits is,Numerical,,378
2024,QA,3,Speed Time Distance Races,"A train travelled a certain distance at a uniform speed. Had the speed been 6 km per hour more, it would have needed 4 hours less. Had the speed been 6 km per hour less, it would have needed 6 hours more. The distance, in km, travelled by the train is",MCQ,780 | 720 | 640 | 800,B
2024,QA,3,Logarithms Exponents,"If \(3^a=4,4^b=5,5^c=6,6^d=7,7^e=8\) and \(8^f=9\), then the
                                value of the product abcdef is",Numerical,,2
2024,QA,3,Progressions,"Consider the sequence \(t_1=1, t_2=-1\) and
                                \(t_n=\left(\frac{n-3}{n-1}\right) t_{n-2}\) for \(n \geq 3\). Then, the value of the sum
                                \(\frac{1}{t_2}+\frac{1}{t_4}+\frac{1}{t_6}+\cdots+\frac{1}{t_{2022}}+\frac{1}{t_{2024}}\), is",MCQ,-1023132 | -1022121 | -1024144 | -1026169,C
2024,QA,3,Inequalities,"The number of distinct real values of \(x\), satisfying the
                                equation \(\max \{x, 2\}-\min \{x, 2\}=|x+2|-|x-2|\), is",Numerical,,2
2024,QA,3,Ratios Mixtures Averages,"Rajesh and Vimal own 20 hectares and 30 hectares of agricultural land, respectively, which are entirely covered by wheat and mustard crops. The cultivation area of wheat and mustard in the land owned by Vimal are in the ratio of 5 : 3. If the total cultivation area of wheat and mustard are in the ratio 11 : 9, then the ratio of cultivation area of wheat and mustard in the land owned by Rajesh is",MCQ,1 : 1 | 7 : 9 | 4 : 3 | 3 : 7,B
2024,QA,3,Functions,"For any non-zero real number \(x\), let \(f(x)+2
                                f\left(\frac{1}{x}\right)=3 x\). Then, the sum of all possible values of \(x\) for which
                                \(f(x)=3\), is",MCQ,2 | -3 | -2 | 3,B
2024,QA,3,Geometry,"A regular octagon ABCDEFGH has sides of length 6 cm each.
                                Then the area, in sq. cm , of the square \(A C E G\) is",MCQ,\(36(1+\sqrt{2})\) | \(72(1+\sqrt{2})\) | \(36(2+\sqrt{2})\) | \(72(2+\sqrt{2})\),C
2024,QA,3,Logarithms Exponents,"The sum of all distinct real values of \(x\) that satisfy
                                the equation \(10^x+\frac{4}{10^x}=\frac{81}{2}\), is",MCQ,\(2 \log _{10} 2\) | \(3 \log _{10} 2\) | \(4 \log _{10} 2\) | \(\log _{10} 2\),A
